Instance,Global Circuit layer,Local Circuit Layer,Number of Teleported Qubits,Total Number of Teleported Qubits,Number of Teleported Qubit Swaps,Total Number of Teleported Qubits Minus Swaps,q_0,q_1,q_2,q_3,q_4,q_5,q_6,q_7,q_8,q_9,q_10,q_11,q_12,q_13,q_14,q_15,q_16,q_17,q_18,q_19,q_20,q_21,q_22,q_23,q_24,q_25,q_26,q_27,q_28,q_29,q_30,q_31,q_32,q_33,q_34,q_35,q_36,q_37,q_38,q_39,q_40,q_41,q_42,q_43,q_44,q_45,q_46,q_47,q_48,q_49,q_50,q_51,q_52,q_53,q_54,q_55,q_56,q_57,q_58,q_59,q_60,q_61,q_62,q_63
8,41,1,0,12,0,12,M_3,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_5,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5
8,42,2,0,12,0,12,M_3,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_5,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5
8,43,3,0,12,0,12,M_3,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_5,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5
8,44,4,2,14,0,14,M_4,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_5,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_0,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5
8,45,5,0,14,0,14,M_4,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_5,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_0,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5
9,45,0,0,14,0,14,M_4,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_5,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_0,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5
9,46,1,0,14,0,14,M_4,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_5,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_0,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5
9,47,2,0,14,0,14,M_4,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_5,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_0,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5
9,48,3,0,14,0,14,M_4,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_5,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_0,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5
9,49,4,0,14,0,14,M_4,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_5,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_0,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5
9,50,5,0,14,0,14,M_4,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_5,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_0,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5
10,50,0,0,14,0,14,M_4,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_5,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_0,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5
10,51,1,2,16,0,16,M_4,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_5,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5
10,52,2,0,16,0,16,M_4,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_5,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5
10,53,3,0,16,0,16,M_4,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_5,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5
10,54,4,0,16,0,16,M_4,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_5,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5
10,55,5,1,17,0,17,M_5,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_5,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5
11,55,0,0,17,0,17,M_5,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_5,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5
11,56,1,0,17,0,17,M_5,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_5,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5
11,57,2,0,17,0,17,M_5,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_5,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5
11,58,3,0,17,0,17,M_5,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_5,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5
11,59,4,0,17,0,17,M_5,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_5,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5
11,60,5,0,17,0,17,M_5,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_5,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5
12,60,0,0,17,0,17,M_5,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_5,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5
12,61,1,0,17,0,17,M_5,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_5,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5
12,62,2,0,17,0,17,M_5,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_5,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5
12,63,3,0,17,0,17,M_5,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_5,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5
12,64,4,0,17,0,17,M_5,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_5,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5
12,65,5,0,17,0,17,M_5,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_5,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5
13,65,0,0,17,0,17,M_5,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_5,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5
13,66,1,0,17,0,17,M_5,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_5,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5
13,67,2,0,17,0,17,M_5,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_5,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5
13,68,3,0,17,0,17,M_5,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_5,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5
13,69,4,0,17,0,17,M_5,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_5,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5
13,70,5,0,17,0,17,M_5,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_5,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5
14,70,0,0,17,0,17,M_5,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_5,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5
14,71,1,0,17,0,17,M_5,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_5,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5
14,72,2,2,19,1,18,M_5,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_5,M_1,M_1,M_1,M_1,M_0,M_1,M_2,M_2,M_2,M_2,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5
14,73,3,0,19,0,18,M_5,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_5,M_1,M_1,M_1,M_1,M_0,M_1,M_2,M_2,M_2,M_2,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5
14,74,4,0,19,0,18,M_5,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_5,M_1,M_1,M_1,M_1,M_0,M_1,M_2,M_2,M_2,M_2,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5
14,75,5,0,19,0,18,M_5,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_5,M_1,M_1,M_1,M_1,M_0,M_1,M_2,M_2,M_2,M_2,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5
15,75,0,0,19,0,18,M_5,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_5,M_1,M_1,M_1,M_1,M_0,M_1,M_2,M_2,M_2,M_2,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5
15,76,1,2,21,0,20,M_5,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_0,M_4,M_2,M_2,M_2,M_2,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5
15,77,2,0,21,0,20,M_5,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_0,M_4,M_2,M_2,M_2,M_2,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5
15,78,3,0,21,0,20,M_5,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_0,M_4,M_2,M_2,M_2,M_2,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5
15,79,4,0,21,0,20,M_5,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_0,M_4,M_2,M_2,M_2,M_2,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5
15,80,5,0,21,0,20,M_5,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_0,M_4,M_2,M_2,M_2,M_2,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5
16,80,0,0,21,0,20,M_5,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_0,M_4,M_2,M_2,M_2,M_2,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5
16,81,1,2,23,1,21,M_5,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_0,M_4,M_2,M_2,M_2,M_2,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5
16,82,2,2,25,0,23,M_5,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_0,M_0,M_2,M_2,M_2,M_2,M_1,M_2,M_2,M_2,M_2,M_2,M_4,M_3,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5,M_5
