Instance,Global Circuit layer,Local Circuit Layer,Number of Teleported Qubits,Total Number of Teleported Qubits,Number of Teleported Qubit Swaps,Total Number of Teleported Qubits Minus Swaps,q_0,q_1,q_2,q_3,q_4,q_5,q_6,q_7,q_8,q_9,q_10,q_11,q_12,q_13,q_14,q_15,q_16,q_17,q_18,q_19,q_20,q_21,q_22,q_23,q_24,q_25,q_26,q_27,q_28,q_29,q_30,q_31
8,81,1,2,38,1,21,M_1,M_3,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_0,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_1,M_1,M_0,M_3,M_3,M_3,M_3,M_3,M_3,M_3
8,82,2,2,40,1,22,M_1,M_0,M_3,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_0,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_1,M_1,M_0,M_3,M_3,M_3,M_3,M_3,M_3,M_3
8,83,3,0,40,0,22,M_1,M_0,M_3,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_0,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_1,M_1,M_0,M_3,M_3,M_3,M_3,M_3,M_3,M_3
8,84,4,0,40,0,22,M_1,M_0,M_3,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_0,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_1,M_1,M_0,M_3,M_3,M_3,M_3,M_3,M_3,M_3
8,85,5,0,40,0,22,M_1,M_0,M_3,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_0,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_1,M_1,M_0,M_3,M_3,M_3,M_3,M_3,M_3,M_3
8,86,6,0,40,0,22,M_1,M_0,M_3,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_0,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_1,M_1,M_0,M_3,M_3,M_3,M_3,M_3,M_3,M_3
8,87,7,0,40,0,22,M_1,M_0,M_3,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_0,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_1,M_1,M_0,M_3,M_3,M_3,M_3,M_3,M_3,M_3
8,88,8,0,40,0,22,M_1,M_0,M_3,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_0,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_1,M_1,M_0,M_3,M_3,M_3,M_3,M_3,M_3,M_3
8,89,9,0,40,0,22,M_1,M_0,M_3,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_0,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_1,M_1,M_0,M_3,M_3,M_3,M_3,M_3,M_3,M_3
8,90,10,0,40,0,22,M_1,M_0,M_3,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_0,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_1,M_1,M_0,M_3,M_3,M_3,M_3,M_3,M_3,M_3
9,90,0,0,40,0,22,M_1,M_0,M_3,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_0,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_1,M_1,M_0,M_3,M_3,M_3,M_3,M_3,M_3,M_3
9,91,1,0,40,0,22,M_1,M_0,M_3,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_0,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_1,M_1,M_0,M_3,M_3,M_3,M_3,M_3,M_3,M_3
9,92,2,2,42,1,23,M_1,M_0,M_3,M_1,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_0,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_1,M_0,M_3,M_3,M_3,M_3,M_3,M_3,M_3
9,93,3,0,42,0,23,M_1,M_0,M_3,M_1,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_0,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_1,M_0,M_3,M_3,M_3,M_3,M_3,M_3,M_3
9,94,4,0,42,0,23,M_1,M_0,M_3,M_1,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_0,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_1,M_0,M_3,M_3,M_3,M_3,M_3,M_3,M_3
9,95,5,2,44,1,24,M_1,M_0,M_3,M_1,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_2,M_2,M_0,M_1,M_0,M_3,M_3,M_3,M_3,M_3,M_3,M_3
9,96,6,0,44,0,24,M_1,M_0,M_3,M_1,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_2,M_2,M_0,M_1,M_0,M_3,M_3,M_3,M_3,M_3,M_3,M_3
9,97,7,2,46,1,25,M_1,M_0,M_3,M_2,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_1,M_2,M_0,M_2,M_2,M_0,M_1,M_0,M_3,M_3,M_3,M_3,M_3,M_3,M_3
9,98,8,0,46,0,25,M_1,M_0,M_3,M_2,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_1,M_2,M_0,M_2,M_2,M_0,M_1,M_0,M_3,M_3,M_3,M_3,M_3,M_3,M_3
9,99,9,0,46,0,25,M_1,M_0,M_3,M_2,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_1,M_2,M_0,M_2,M_2,M_0,M_1,M_0,M_3,M_3,M_3,M_3,M_3,M_3,M_3
9,100,10,0,46,0,25,M_1,M_0,M_3,M_2,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_1,M_2,M_0,M_2,M_2,M_0,M_1,M_0,M_3,M_3,M_3,M_3,M_3,M_3,M_3
10,100,0,0,46,0,25,M_1,M_0,M_3,M_2,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_1,M_2,M_0,M_2,M_2,M_0,M_1,M_0,M_3,M_3,M_3,M_3,M_3,M_3,M_3
10,101,1,2,48,1,26,M_1,M_0,M_3,M_2,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_1,M_2,M_2,M_2,M_2,M_0,M_2,M_2,M_0,M_1,M_0,M_3,M_3,M_3,M_3,M_3,M_3,M_3
10,102,2,3,51,0,29,M_1,M_0,M_3,M_2,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_1,M_2,M_1,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3,M_3
10,103,3,0,51,0,29,M_1,M_0,M_3,M_2,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_1,M_2,M_1,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3,M_3
10,104,4,0,51,0,29,M_1,M_0,M_3,M_2,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_1,M_2,M_1,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3,M_3
10,105,5,0,51,0,29,M_1,M_0,M_3,M_2,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_1,M_2,M_1,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3,M_3
10,106,6,2,53,1,30,M_1,M_0,M_3,M_0,M_2,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_1,M_2,M_1,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3,M_3
10,107,7,0,53,0,30,M_1,M_0,M_3,M_0,M_2,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_1,M_2,M_1,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3,M_3
10,108,8,0,53,0,30,M_1,M_0,M_3,M_0,M_2,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_1,M_2,M_1,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3,M_3
10,109,9,2,55,1,31,M_1,M_0,M_3,M_3,M_2,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_1,M_2,M_1,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_0,M_3
10,110,10,0,55,0,31,M_1,M_0,M_3,M_3,M_2,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_1,M_2,M_1,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_0,M_3
11,110,0,0,55,0,31,M_1,M_0,M_3,M_3,M_2,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_1,M_2,M_1,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_0,M_3
11,111,1,0,55,0,31,M_1,M_0,M_3,M_3,M_2,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_1,M_2,M_1,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_0,M_3
11,112,2,0,55,0,31,M_1,M_0,M_3,M_3,M_2,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_1,M_2,M_1,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_0,M_3
11,113,3,0,55,0,31,M_1,M_0,M_3,M_3,M_2,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_1,M_2,M_1,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_0,M_3
11,114,4,3,58,0,34,M_1,M_0,M_3,M_3,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_1,M_2,M_1,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_2,M_3,M_3,M_3,M_3,M_3,M_3
11,115,5,0,58,0,34,M_1,M_0,M_3,M_3,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_1,M_2,M_1,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_2,M_3,M_3,M_3,M_3,M_3,M_3
11,116,6,0,58,0,34,M_1,M_0,M_3,M_3,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_1,M_2,M_1,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_2,M_3,M_3,M_3,M_3,M_3,M_3
11,117,7,0,58,0,34,M_1,M_0,M_3,M_3,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_1,M_2,M_1,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_2,M_3,M_3,M_3,M_3,M_3,M_3
11,118,8,2,60,1,35,M_1,M_0,M_3,M_3,M_1,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_1,M_2,M_0,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_2,M_3,M_3,M_3,M_3,M_3,M_3
11,119,9,0,60,0,35,M_1,M_0,M_3,M_3,M_1,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_1,M_2,M_0,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_2,M_3,M_3,M_3,M_3,M_3,M_3
11,120,10,0,60,0,35,M_1,M_0,M_3,M_3,M_1,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_1,M_2,M_0,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_2,M_3,M_3,M_3,M_3,M_3,M_3
12,120,0,0,60,0,35,M_1,M_0,M_3,M_3,M_1,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_1,M_2,M_0,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_2,M_3,M_3,M_3,M_3,M_3,M_3
12,121,1,0,60,0,35,M_1,M_0,M_3,M_3,M_1,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_1,M_2,M_0,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_2,M_3,M_3,M_3,M_3,M_3,M_3
12,122,2,0,60,0,35,M_1,M_0,M_3,M_3,M_1,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_1,M_2,M_0,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_2,M_3,M_3,M_3,M_3,M_3,M_3
12,123,3,3,63,0,38,M_1,M_0,M_3,M_3,M_1,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_0,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_2,M_3,M_3,M_3,M_3,M_3,M_3
12,124,4,0,63,0,38,M_1,M_0,M_3,M_3,M_1,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_0,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_2,M_3,M_3,M_3,M_3,M_3,M_3
12,125,5,2,65,1,39,M_1,M_0,M_3,M_3,M_2,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_0,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_1,M_3,M_3,M_3,M_3,M_3,M_3
12,126,6,0,65,0,39,M_1,M_0,M_3,M_3,M_2,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_0,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_1,M_3,M_3,M_3,M_3,M_3,M_3
12,127,7,0,65,0,39,M_1,M_0,M_3,M_3,M_2,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_0,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_1,M_3,M_3,M_3,M_3,M_3,M_3
12,128,8,0,65,0,39,M_1,M_0,M_3,M_3,M_2,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_0,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_1,M_3,M_3,M_3,M_3,M_3,M_3
12,129,9,0,65,0,39,M_1,M_0,M_3,M_3,M_2,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_0,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_1,M_3,M_3,M_3,M_3,M_3,M_3
12,130,10,0,65,0,39,M_1,M_0,M_3,M_3,M_2,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_0,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_1,M_3,M_3,M_3,M_3,M_3,M_3
13,130,0,0,65,0,39,M_1,M_0,M_3,M_3,M_2,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_0,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_1,M_3,M_3,M_3,M_3,M_3,M_3
13,131,1,0,65,0,39,M_1,M_0,M_3,M_3,M_2,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_0,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_1,M_3,M_3,M_3,M_3,M_3,M_3
13,132,2,2,67,1,40,M_1,M_0,M_3,M_3,M_0,M_0,M_2,M_0,M_1,M_1,M_1,M_1,M_0,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_1,M_3,M_3,M_3,M_3,M_3,M_3
13,133,3,0,67,0,40,M_1,M_0,M_3,M_3,M_0,M_0,M_2,M_0,M_1,M_1,M_1,M_1,M_0,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_1,M_3,M_3,M_3,M_3,M_3,M_3
13,134,4,2,69,1,41,M_1,M_0,M_3,M_3,M_0,M_0,M_2,M_0,M_1,M_1,M_1,M_1,M_0,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_1,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
13,135,5,0,69,0,41,M_1,M_0,M_3,M_3,M_0,M_0,M_2,M_0,M_1,M_1,M_1,M_1,M_0,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_1,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
13,136,6,2,71,1,42,M_1,M_0,M_3,M_3,M_3,M_0,M_2,M_0,M_1,M_1,M_1,M_1,M_0,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_1,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_0
13,137,7,0,71,0,42,M_1,M_0,M_3,M_3,M_3,M_0,M_2,M_0,M_1,M_1,M_1,M_1,M_0,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_1,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_0
13,138,8,0,71,0,42,M_1,M_0,M_3,M_3,M_3,M_0,M_2,M_0,M_1,M_1,M_1,M_1,M_0,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_1,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_0
13,139,9,0,71,0,42,M_1,M_0,M_3,M_3,M_3,M_0,M_2,M_0,M_1,M_1,M_1,M_1,M_0,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_1,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_0
13,140,10,0,71,0,42,M_1,M_0,M_3,M_3,M_3,M_0,M_2,M_0,M_1,M_1,M_1,M_1,M_0,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_1,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_0
14,140,0,0,71,0,42,M_1,M_0,M_3,M_3,M_3,M_0,M_2,M_0,M_1,M_1,M_1,M_1,M_0,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_1,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_0
14,141,1,5,76,1,46,M_2,M_0,M_3,M_2,M_3,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_0,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_1,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
14,142,2,0,76,0,46,M_2,M_0,M_3,M_2,M_3,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_0,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_1,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
14,143,3,2,78,1,47,M_2,M_0,M_3,M_2,M_3,M_1,M_0,M_0,M_1,M_1,M_1,M_1,M_0,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
14,144,4,2,80,1,48,M_2,M_0,M_3,M_2,M_3,M_1,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
14,145,5,0,80,0,48,M_2,M_0,M_3,M_2,M_3,M_1,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
14,146,6,0,80,0,48,M_2,M_0,M_3,M_2,M_3,M_1,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
14,147,7,0,80,0,48,M_2,M_0,M_3,M_2,M_3,M_1,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
14,148,8,0,80,0,48,M_2,M_0,M_3,M_2,M_3,M_1,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
14,149,9,0,80,0,48,M_2,M_0,M_3,M_2,M_3,M_1,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
14,150,10,0,80,0,48,M_2,M_0,M_3,M_2,M_3,M_1,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
15,150,0,0,80,0,48,M_2,M_0,M_3,M_2,M_3,M_1,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
15,151,1,2,82,1,49,M_2,M_0,M_3,M_1,M_3,M_2,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
15,152,2,0,82,0,49,M_2,M_0,M_3,M_1,M_3,M_2,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
15,153,3,0,82,0,49,M_2,M_0,M_3,M_1,M_3,M_2,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
15,154,4,0,82,0,49,M_2,M_0,M_3,M_1,M_3,M_2,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
15,155,5,0,82,0,49,M_2,M_0,M_3,M_1,M_3,M_2,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
15,156,6,0,82,0,49,M_2,M_0,M_3,M_1,M_3,M_2,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
15,157,7,2,84,1,50,M_2,M_2,M_3,M_1,M_3,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
15,158,8,0,84,0,50,M_2,M_2,M_3,M_1,M_3,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
15,159,9,0,84,0,50,M_2,M_2,M_3,M_1,M_3,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
15,160,10,0,84,0,50,M_2,M_2,M_3,M_1,M_3,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
16,160,0,0,84,0,50,M_2,M_2,M_3,M_1,M_3,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
16,161,1,2,86,1,51,M_2,M_2,M_3,M_1,M_0,M_3,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
16,162,2,0,86,0,51,M_2,M_2,M_3,M_1,M_0,M_3,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
16,163,3,0,86,0,51,M_2,M_2,M_3,M_1,M_0,M_3,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
16,164,4,0,86,0,51,M_2,M_2,M_3,M_1,M_0,M_3,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
16,165,5,0,86,0,51,M_2,M_2,M_3,M_1,M_0,M_3,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
16,166,6,0,86,0,51,M_2,M_2,M_3,M_1,M_0,M_3,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
16,167,7,0,86,0,51,M_2,M_2,M_3,M_1,M_0,M_3,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
16,168,8,2,88,1,52,M_2,M_2,M_3,M_1,M_0,M_3,M_1,M_0,M_0,M_1,M_1,M_1,M_1,M_0,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
16,169,9,0,88,0,52,M_2,M_2,M_3,M_1,M_0,M_3,M_1,M_0,M_0,M_1,M_1,M_1,M_1,M_0,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
