Instance,Global Circuit layer,Local Circuit Layer,Number of Teleported Qubits,Total Number of Teleported Qubits,Number of Teleported Qubit Swaps,Total Number of Teleported Qubits Minus Swaps,q_0,q_1,q_2,q_3,q_4,q_5,q_6,q_7,q_8,q_9,q_10,q_11,q_12,q_13,q_14,q_15,q_16,q_17,q_18,q_19
11,117,7,0,124,0,104,M_0,M_4,M_4,M_4,M_0,M_3,M_5,M_6,M_2,M_2,M_2,M_1,M_1,M_0,M_3,M_3,M_5,M_5,M_6,M_6
11,118,8,0,124,0,104,M_0,M_4,M_4,M_4,M_0,M_3,M_5,M_6,M_2,M_2,M_2,M_1,M_1,M_0,M_3,M_3,M_5,M_5,M_6,M_6
11,119,9,1,125,0,105,M_0,M_4,M_4,M_4,M_0,M_3,M_5,M_6,M_1,M_2,M_2,M_1,M_1,M_0,M_3,M_3,M_5,M_5,M_6,M_6
12,119,0,0,125,0,105,M_0,M_4,M_4,M_4,M_0,M_3,M_5,M_6,M_1,M_2,M_2,M_1,M_1,M_0,M_3,M_3,M_5,M_5,M_6,M_6
12,120,1,1,126,0,106,M_0,M_4,M_4,M_4,M_0,M_3,M_5,M_6,M_1,M_2,M_2,M_2,M_1,M_0,M_3,M_3,M_5,M_5,M_6,M_6
12,121,2,2,128,0,108,M_0,M_4,M_4,M_4,M_0,M_0,M_5,M_6,M_1,M_2,M_2,M_2,M_1,M_1,M_3,M_3,M_5,M_5,M_6,M_6
12,122,3,1,129,0,109,M_0,M_4,M_4,M_4,M_0,M_0,M_5,M_6,M_3,M_2,M_2,M_2,M_1,M_1,M_3,M_3,M_5,M_5,M_6,M_6
12,123,4,0,129,0,109,M_0,M_4,M_4,M_4,M_0,M_0,M_5,M_6,M_3,M_2,M_2,M_2,M_1,M_1,M_3,M_3,M_5,M_5,M_6,M_6
12,124,5,2,131,0,111,M_0,M_4,M_4,M_4,M_0,M_0,M_1,M_6,M_5,M_2,M_2,M_2,M_1,M_1,M_3,M_3,M_5,M_5,M_6,M_6
12,125,6,0,131,0,111,M_0,M_4,M_4,M_4,M_0,M_0,M_1,M_6,M_5,M_2,M_2,M_2,M_1,M_1,M_3,M_3,M_5,M_5,M_6,M_6
12,126,7,2,133,0,113,M_0,M_4,M_4,M_4,M_0,M_0,M_1,M_3,M_6,M_2,M_2,M_2,M_1,M_1,M_3,M_3,M_5,M_5,M_6,M_6
12,127,8,0,133,0,113,M_0,M_4,M_4,M_4,M_0,M_0,M_1,M_3,M_6,M_2,M_2,M_2,M_1,M_1,M_3,M_3,M_5,M_5,M_6,M_6
12,128,9,0,133,0,113,M_0,M_4,M_4,M_4,M_0,M_0,M_1,M_3,M_6,M_2,M_2,M_2,M_1,M_1,M_3,M_3,M_5,M_5,M_6,M_6
13,128,0,0,133,0,113,M_0,M_4,M_4,M_4,M_0,M_0,M_1,M_3,M_6,M_2,M_2,M_2,M_1,M_1,M_3,M_3,M_5,M_5,M_6,M_6
13,129,1,2,135,0,115,M_0,M_4,M_4,M_4,M_0,M_0,M_5,M_3,M_6,M_1,M_2,M_2,M_1,M_1,M_3,M_3,M_5,M_5,M_6,M_6
13,130,2,2,137,0,117,M_0,M_4,M_4,M_4,M_0,M_0,M_5,M_1,M_6,M_1,M_2,M_2,M_2,M_1,M_3,M_3,M_5,M_5,M_6,M_6
13,131,3,1,138,0,118,M_0,M_4,M_4,M_4,M_0,M_0,M_5,M_1,M_6,M_3,M_2,M_2,M_2,M_1,M_3,M_3,M_5,M_5,M_6,M_6
13,132,4,1,139,0,119,M_0,M_4,M_4,M_4,M_0,M_0,M_1,M_1,M_6,M_3,M_2,M_2,M_2,M_1,M_3,M_3,M_5,M_5,M_6,M_6
13,133,5,1,140,0,120,M_0,M_4,M_4,M_4,M_0,M_0,M_1,M_1,M_6,M_5,M_2,M_2,M_2,M_1,M_3,M_3,M_5,M_5,M_6,M_6
13,134,6,0,140,0,120,M_0,M_4,M_4,M_4,M_0,M_0,M_1,M_1,M_6,M_5,M_2,M_2,M_2,M_1,M_3,M_3,M_5,M_5,M_6,M_6
13,135,7,2,142,0,122,M_0,M_4,M_4,M_4,M_0,M_0,M_1,M_1,M_3,M_6,M_2,M_2,M_2,M_1,M_3,M_3,M_5,M_5,M_6,M_6
13,136,8,0,142,0,122,M_0,M_4,M_4,M_4,M_0,M_0,M_1,M_1,M_3,M_6,M_2,M_2,M_2,M_1,M_3,M_3,M_5,M_5,M_6,M_6
13,137,9,0,142,0,122,M_0,M_4,M_4,M_4,M_0,M_0,M_1,M_1,M_3,M_6,M_2,M_2,M_2,M_1,M_3,M_3,M_5,M_5,M_6,M_6
14,137,0,0,142,0,122,M_0,M_4,M_4,M_4,M_0,M_0,M_1,M_1,M_3,M_6,M_2,M_2,M_2,M_1,M_3,M_3,M_5,M_5,M_6,M_6
14,138,1,3,145,0,125,M_0,M_4,M_4,M_4,M_0,M_0,M_1,M_1,M_1,M_6,M_2,M_2,M_5,M_2,M_3,M_3,M_5,M_5,M_6,M_6
14,139,2,2,147,0,127,M_0,M_4,M_4,M_4,M_0,M_0,M_1,M_1,M_1,M_6,M_3,M_2,M_2,M_2,M_3,M_3,M_5,M_5,M_6,M_6
14,140,3,0,147,0,127,M_0,M_4,M_4,M_4,M_0,M_0,M_1,M_1,M_1,M_6,M_3,M_2,M_2,M_2,M_3,M_3,M_5,M_5,M_6,M_6
14,141,4,1,148,0,128,M_0,M_4,M_4,M_4,M_0,M_0,M_1,M_1,M_1,M_6,M_5,M_2,M_2,M_2,M_3,M_3,M_5,M_5,M_6,M_6
14,142,5,0,148,0,128,M_0,M_4,M_4,M_4,M_0,M_0,M_1,M_1,M_1,M_6,M_5,M_2,M_2,M_2,M_3,M_3,M_5,M_5,M_6,M_6
14,143,6,2,150,1,129,M_0,M_4,M_4,M_4,M_0,M_0,M_1,M_1,M_1,M_5,M_6,M_2,M_2,M_2,M_3,M_3,M_5,M_5,M_6,M_6
14,144,7,0,150,0,129,M_0,M_4,M_4,M_4,M_0,M_0,M_1,M_1,M_1,M_5,M_6,M_2,M_2,M_2,M_3,M_3,M_5,M_5,M_6,M_6
14,145,8,0,150,0,129,M_0,M_4,M_4,M_4,M_0,M_0,M_1,M_1,M_1,M_5,M_6,M_2,M_2,M_2,M_3,M_3,M_5,M_5,M_6,M_6
14,146,9,1,151,0,130,M_0,M_4,M_4,M_4,M_0,M_0,M_1,M_1,M_1,M_5,M_6,M_3,M_2,M_2,M_3,M_3,M_5,M_5,M_6,M_6
15,146,0,0,151,0,130,M_0,M_4,M_4,M_4,M_0,M_0,M_1,M_1,M_1,M_5,M_6,M_3,M_2,M_2,M_3,M_3,M_5,M_5,M_6,M_6
15,147,1,1,152,0,131,M_0,M_4,M_4,M_4,M_0,M_0,M_1,M_1,M_1,M_5,M_2,M_3,M_2,M_2,M_3,M_3,M_5,M_5,M_6,M_6
15,148,2,2,154,1,132,M_0,M_4,M_4,M_4,M_0,M_0,M_1,M_1,M_1,M_3,M_2,M_5,M_2,M_2,M_3,M_3,M_5,M_5,M_6,M_6
15,149,3,0,154,0,132,M_0,M_4,M_4,M_4,M_0,M_0,M_1,M_1,M_1,M_3,M_2,M_5,M_2,M_2,M_3,M_3,M_5,M_5,M_6,M_6
15,150,4,1,155,0,133,M_0,M_4,M_4,M_4,M_0,M_0,M_1,M_1,M_1,M_3,M_2,M_6,M_2,M_2,M_3,M_3,M_5,M_5,M_6,M_6
15,151,5,0,155,0,133,M_0,M_4,M_4,M_4,M_0,M_0,M_1,M_1,M_1,M_3,M_2,M_6,M_2,M_2,M_3,M_3,M_5,M_5,M_6,M_6
15,152,6,2,157,1,134,M_0,M_4,M_4,M_4,M_0,M_0,M_1,M_1,M_1,M_2,M_2,M_6,M_3,M_2,M_3,M_3,M_5,M_5,M_6,M_6
15,153,7,0,157,0,134,M_0,M_4,M_4,M_4,M_0,M_0,M_1,M_1,M_1,M_2,M_2,M_6,M_3,M_2,M_3,M_3,M_5,M_5,M_6,M_6
15,154,8,1,158,0,135,M_0,M_4,M_4,M_4,M_0,M_0,M_1,M_1,M_1,M_2,M_2,M_6,M_5,M_2,M_3,M_3,M_5,M_5,M_6,M_6
15,155,9,0,158,0,135,M_0,M_4,M_4,M_4,M_0,M_0,M_1,M_1,M_1,M_2,M_2,M_6,M_5,M_2,M_3,M_3,M_5,M_5,M_6,M_6
16,155,0,0,158,0,135,M_0,M_4,M_4,M_4,M_0,M_0,M_1,M_1,M_1,M_2,M_2,M_6,M_5,M_2,M_3,M_3,M_5,M_5,M_6,M_6
16,156,1,3,161,0,138,M_0,M_4,M_4,M_4,M_0,M_0,M_1,M_1,M_1,M_2,M_2,M_2,M_6,M_3,M_3,M_3,M_5,M_5,M_6,M_6
16,157,2,0,161,0,138,M_0,M_4,M_4,M_4,M_0,M_0,M_1,M_1,M_1,M_2,M_2,M_2,M_6,M_3,M_3,M_3,M_5,M_5,M_6,M_6
16,158,3,0,161,0,138,M_0,M_4,M_4,M_4,M_0,M_0,M_1,M_1,M_1,M_2,M_2,M_2,M_6,M_3,M_3,M_3,M_5,M_5,M_6,M_6
16,159,4,1,162,0,139,M_0,M_4,M_4,M_4,M_0,M_0,M_1,M_1,M_1,M_2,M_2,M_2,M_6,M_5,M_3,M_3,M_5,M_5,M_6,M_6
16,160,5,1,163,0,140,M_0,M_4,M_4,M_4,M_0,M_0,M_1,M_1,M_1,M_2,M_2,M_2,M_3,M_5,M_3,M_3,M_5,M_5,M_6,M_6
16,161,6,1,164,0,141,M_0,M_4,M_4,M_4,M_0,M_0,M_1,M_1,M_1,M_2,M_2,M_2,M_3,M_6,M_3,M_3,M_5,M_5,M_6,M_6
16,162,7,0,164,0,141,M_0,M_4,M_4,M_4,M_0,M_0,M_1,M_1,M_1,M_2,M_2,M_2,M_3,M_6,M_3,M_3,M_5,M_5,M_6,M_6
16,163,8,1,165,0,142,M_0,M_4,M_4,M_4,M_0,M_0,M_1,M_1,M_1,M_2,M_2,M_2,M_3,M_6,M_5,M_3,M_5,M_5,M_6,M_6
16,164,9,0,165,0,142,M_0,M_4,M_4,M_4,M_0,M_0,M_1,M_1,M_1,M_2,M_2,M_2,M_3,M_6,M_5,M_3,M_5,M_5,M_6,M_6
17,164,0,0,165,0,142,M_0,M_4,M_4,M_4,M_0,M_0,M_1,M_1,M_1,M_2,M_2,M_2,M_3,M_6,M_5,M_3,M_5,M_5,M_6,M_6
17,165,1,2,167,0,144,M_0,M_4,M_4,M_4,M_0,M_0,M_1,M_1,M_1,M_2,M_2,M_2,M_3,M_3,M_6,M_3,M_5,M_5,M_6,M_6
17,166,2,1,168,0,145,M_0,M_4,M_4,M_4,M_0,M_0,M_1,M_1,M_1,M_2,M_2,M_2,M_3,M_3,M_6,M_5,M_5,M_5,M_6,M_6
17,167,3,1,169,0,146,M_0,M_4,M_4,M_4,M_0,M_0,M_1,M_1,M_1,M_2,M_2,M_2,M_3,M_3,M_3,M_5,M_5,M_5,M_6,M_6
17,168,4,1,170,0,147,M_0,M_4,M_4,M_4,M_0,M_0,M_1,M_1,M_1,M_2,M_2,M_2,M_3,M_3,M_3,M_6,M_5,M_5,M_6,M_6
17,169,5,0,170,0,147,M_0,M_4,M_4,M_4,M_0,M_0,M_1,M_1,M_1,M_2,M_2,M_2,M_3,M_3,M_3,M_6,M_5,M_5,M_6,M_6
17,170,6,1,171,0,148,M_0,M_4,M_4,M_4,M_0,M_0,M_1,M_1,M_1,M_2,M_2,M_2,M_3,M_3,M_3,M_6,M_5,M_5,M_5,M_6
17,171,7,1,172,0,149,M_0,M_4,M_4,M_4,M_0,M_0,M_1,M_1,M_1,M_2,M_2,M_2,M_3,M_3,M_3,M_6,M_6,M_5,M_5,M_6
17,172,8,1,173,0,150,M_0,M_4,M_4,M_4,M_0,M_0,M_1,M_1,M_1,M_2,M_2,M_2,M_3,M_3,M_3,M_6,M_6,M_5,M_5,M_5
17,173,9,0,173,0,150,M_0,M_4,M_4,M_4,M_0,M_0,M_1,M_1,M_1,M_2,M_2,M_2,M_3,M_3,M_3,M_6,M_6,M_5,M_5,M_5
