Instance,Global Circuit layer,Local Circuit Layer,Number of Teleported Qubits,Total Number of Teleported Qubits,Number of Teleported Qubit Swaps,Total Number of Teleported Qubits Minus Swaps,q_0,q_1,q_2,q_3,q_4,q_5,q_6,q_7,q_8,q_9,q_10,q_11,q_12,q_13,q_14,q_15,q_16,q_17,q_18,q_19
4,47,7,1,13,0,13,M_0,M_0,M_2,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2
4,48,8,0,13,0,13,M_0,M_0,M_2,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2
4,49,9,0,13,0,13,M_0,M_0,M_2,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2
4,50,10,0,13,0,13,M_0,M_0,M_2,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2
5,50,0,0,13,0,13,M_0,M_0,M_2,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2
5,51,1,0,13,0,13,M_0,M_0,M_2,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2
5,52,2,0,13,0,13,M_0,M_0,M_2,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2
5,53,3,0,13,0,13,M_0,M_0,M_2,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2
5,54,4,0,13,0,13,M_0,M_0,M_2,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2
5,55,5,0,13,0,13,M_0,M_0,M_2,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2
5,56,6,1,14,0,14,M_0,M_0,M_2,M_1,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2
5,57,7,0,14,0,14,M_0,M_0,M_2,M_1,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2
5,58,8,0,14,0,14,M_0,M_0,M_2,M_1,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2
5,59,9,0,14,0,14,M_0,M_0,M_2,M_1,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2
5,60,10,0,14,0,14,M_0,M_0,M_2,M_1,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2
6,60,0,0,14,0,14,M_0,M_0,M_2,M_1,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2
6,61,1,2,16,0,16,M_0,M_0,M_2,M_1,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2
6,62,2,0,16,0,16,M_0,M_0,M_2,M_1,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2
6,63,3,1,17,0,17,M_0,M_0,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2
6,64,4,0,17,0,17,M_0,M_0,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2
6,65,5,0,17,0,17,M_0,M_0,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2
6,66,6,0,17,0,17,M_0,M_0,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2
6,67,7,0,17,0,17,M_0,M_0,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2
6,68,8,0,17,0,17,M_0,M_0,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2
6,69,9,0,17,0,17,M_0,M_0,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2
6,70,10,0,17,0,17,M_0,M_0,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2
7,70,0,0,17,0,17,M_0,M_0,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2
7,71,1,1,18,0,18,M_0,M_0,M_2,M_2,M_1,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2
7,72,2,0,18,0,18,M_0,M_0,M_2,M_2,M_1,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2
7,73,3,0,18,0,18,M_0,M_0,M_2,M_2,M_1,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2
7,74,4,1,19,0,19,M_0,M_0,M_2,M_2,M_1,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_0
7,75,5,0,19,0,19,M_0,M_0,M_2,M_2,M_1,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_0
7,76,6,0,19,0,19,M_0,M_0,M_2,M_2,M_1,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_0
7,77,7,1,20,0,20,M_0,M_0,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_0
7,78,8,0,20,0,20,M_0,M_0,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_0
7,79,9,0,20,0,20,M_0,M_0,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_0
7,80,10,0,20,0,20,M_0,M_0,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_0
8,80,0,0,20,0,20,M_0,M_0,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_0
8,81,1,2,22,0,22,M_0,M_0,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
8,82,2,0,22,0,22,M_0,M_0,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
8,83,3,0,22,0,22,M_0,M_0,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
8,84,4,1,23,0,23,M_0,M_0,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
8,85,5,1,24,0,24,M_0,M_0,M_2,M_2,M_2,M_1,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
8,86,6,0,24,0,24,M_0,M_0,M_2,M_2,M_2,M_1,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
8,87,7,0,24,0,24,M_0,M_0,M_2,M_2,M_2,M_1,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
8,88,8,0,24,0,24,M_0,M_0,M_2,M_2,M_2,M_1,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
8,89,9,0,24,0,24,M_0,M_0,M_2,M_2,M_2,M_1,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
8,90,10,0,24,0,24,M_0,M_0,M_2,M_2,M_2,M_1,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
9,90,0,0,24,0,24,M_0,M_0,M_2,M_2,M_2,M_1,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
9,91,1,2,26,0,26,M_0,M_0,M_0,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
9,92,2,0,26,0,26,M_0,M_0,M_0,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
9,93,3,0,26,0,26,M_0,M_0,M_0,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
9,94,4,0,26,0,26,M_0,M_0,M_0,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
9,95,5,0,26,0,26,M_0,M_0,M_0,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
9,96,6,0,26,0,26,M_0,M_0,M_0,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
9,97,7,1,27,0,27,M_0,M_0,M_0,M_2,M_2,M_2,M_1,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
9,98,8,0,27,0,27,M_0,M_0,M_0,M_2,M_2,M_2,M_1,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
9,99,9,0,27,0,27,M_0,M_0,M_0,M_2,M_2,M_2,M_1,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
9,100,10,0,27,0,27,M_0,M_0,M_0,M_2,M_2,M_2,M_1,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
10,100,0,0,27,0,27,M_0,M_0,M_0,M_2,M_2,M_2,M_1,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
10,101,1,0,27,0,27,M_0,M_0,M_0,M_2,M_2,M_2,M_1,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
10,102,2,1,28,0,28,M_0,M_0,M_0,M_2,M_2,M_0,M_1,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
10,103,3,1,29,0,29,M_0,M_0,M_0,M_2,M_2,M_0,M_2,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
10,104,4,0,29,0,29,M_0,M_0,M_0,M_2,M_2,M_0,M_2,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
10,105,5,0,29,0,29,M_0,M_0,M_0,M_2,M_2,M_0,M_2,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
10,106,6,0,29,0,29,M_0,M_0,M_0,M_2,M_2,M_0,M_2,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
10,107,7,0,29,0,29,M_0,M_0,M_0,M_2,M_2,M_0,M_2,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
10,108,8,1,30,0,30,M_0,M_0,M_0,M_2,M_2,M_0,M_2,M_1,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
10,109,9,0,30,0,30,M_0,M_0,M_0,M_2,M_2,M_0,M_2,M_1,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
10,110,10,0,30,0,30,M_0,M_0,M_0,M_2,M_2,M_0,M_2,M_1,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
11,110,0,0,30,0,30,M_0,M_0,M_0,M_2,M_2,M_0,M_2,M_1,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
11,111,1,0,30,0,30,M_0,M_0,M_0,M_2,M_2,M_0,M_2,M_1,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
11,112,2,1,31,0,31,M_0,M_0,M_0,M_0,M_2,M_0,M_2,M_1,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
11,113,3,0,31,0,31,M_0,M_0,M_0,M_0,M_2,M_0,M_2,M_1,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
11,114,4,1,32,0,32,M_0,M_0,M_0,M_0,M_2,M_0,M_2,M_2,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
11,115,5,0,32,0,32,M_0,M_0,M_0,M_0,M_2,M_0,M_2,M_2,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
11,116,6,0,32,0,32,M_0,M_0,M_0,M_0,M_2,M_0,M_2,M_2,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
11,117,7,0,32,0,32,M_0,M_0,M_0,M_0,M_2,M_0,M_2,M_2,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
11,118,8,1,33,0,33,M_0,M_0,M_0,M_0,M_2,M_0,M_2,M_2,M_1,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
11,119,9,0,33,0,33,M_0,M_0,M_0,M_0,M_2,M_0,M_2,M_2,M_1,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
12,119,0,0,33,0,33,M_0,M_0,M_0,M_0,M_2,M_0,M_2,M_2,M_1,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
12,120,1,1,34,0,34,M_0,M_0,M_0,M_0,M_2,M_0,M_0,M_2,M_1,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
12,121,2,0,34,0,34,M_0,M_0,M_0,M_0,M_2,M_0,M_0,M_2,M_1,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
12,122,3,0,34,0,34,M_0,M_0,M_0,M_0,M_2,M_0,M_0,M_2,M_1,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
12,123,4,0,34,0,34,M_0,M_0,M_0,M_0,M_2,M_0,M_0,M_2,M_1,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
12,124,5,1,35,0,35,M_0,M_0,M_0,M_0,M_2,M_0,M_0,M_2,M_2,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
12,125,6,0,35,0,35,M_0,M_0,M_0,M_0,M_2,M_0,M_0,M_2,M_2,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
12,126,7,1,36,0,36,M_0,M_0,M_0,M_0,M_2,M_0,M_0,M_2,M_2,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
12,127,8,0,36,0,36,M_0,M_0,M_0,M_0,M_2,M_0,M_0,M_2,M_2,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
12,128,9,0,36,0,36,M_0,M_0,M_0,M_0,M_2,M_0,M_0,M_2,M_2,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
13,128,0,0,36,0,36,M_0,M_0,M_0,M_0,M_2,M_0,M_0,M_2,M_2,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
13,129,1,0,36,0,36,M_0,M_0,M_0,M_0,M_2,M_0,M_0,M_2,M_2,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
13,130,2,0,36,0,36,M_0,M_0,M_0,M_0,M_2,M_0,M_0,M_2,M_2,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
13,131,3,0,36,0,36,M_0,M_0,M_0,M_0,M_2,M_0,M_0,M_2,M_2,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
